experiment,checkpoint_type,split,auc,eer,same_mean,same_std,diff_mean,diff_std
clean+esc50_snr10,best,test,0.9423007250000001,0.13419999999999999,0.9996176958084106,0.00012324086856096983,0.9991822242736816,0.0002981213910970837
clean+esc50_snr10,best,val,0.96257506,0.10309999999999997,0.9996066689491272,0.0001405363145750016,0.9989612102508545,0.0004148765292484313
