experiment,checkpoint_type,split,auc,eer,same_mean,same_std,diff_mean,diff_std
clean+esc50_snr10-20,best,test,0.9597256350000001,0.10560000000000001,0.9993990063667297,0.0002374762698309496,0.9984456896781921,0.0006046866183169186
clean+esc50_snr10-20,best,val,0.9719141,0.08274999999999999,0.9993661046028137,0.00028881942853331566,0.9979419708251953,0.000867975119035691
