experiment,checkpoint_type,split,auc,eer,same_mean,same_std,diff_mean,diff_std
clean+esc50_snr15,best,test,0.9596012300000001,0.10460000000000001,0.9993351697921753,0.0002738905604928732,0.9982330203056335,0.0007069226703606546
clean+esc50_snr15,best,val,0.97513101,0.08184999999999998,0.9993122816085815,0.00030180817702785134,0.9976858496665955,0.000970406224951148
