experiment,checkpoint_type,split,auc,eer,same_mean,same_std,diff_mean,diff_std
esc50_snr10,best,test_noisy,0.9192745950000002,0.1614,0.9996234178543091,0.00012338369560893625,0.999243438243866,0.0002843763504642993
esc50_snr10,best,val_noisy,0.9463557750000001,0.12580000000000002,0.9995892643928528,0.0001516262855147943,0.9989928007125854,0.00040667192661203444
