experiment,checkpoint_type,split,auc,eer,same_mean,same_std,diff_mean,diff_std
clean+esc50_snr20_rerun,last,test,0.9686124,0.08404999999999999,0.6790335178375244,0.17510251700878143,0.08724185079336166,0.24144212901592255
clean+esc50_snr20_rerun,last,test_noisy,0.96103357,0.10094999999999998,0.6228724718093872,0.1819590926170349,0.06680428981781006,0.23579345643520355
clean+esc50_snr20_rerun,last,val,0.9881757200000001,0.050300000000000004,0.7244643568992615,0.14164701104164124,0.032953087240457535,0.23537229001522064
clean+esc50_snr20_rerun,last,val_noisy,0.9807858749999999,0.06930000000000001,0.6700485348701477,0.15984925627708435,0.02813420444726944,0.2337106615304947
