experiment,checkpoint_type,split,auc,eer,same_mean,same_std,diff_mean,diff_std
esc50_snr20,best,test,0.9578058649999999,0.10870000000000002,0.9975060820579529,0.0009855354437604547,0.9935526251792908,0.0025497013702988625
esc50_snr20,best,test_noisy,0.9421225900000002,0.132,0.9973925948143005,0.0009761829278431833,0.9939000010490417,0.00243336521089077
esc50_snr20,best,val,0.9705698899999999,0.08545000000000001,0.9973790049552917,0.0012430998031049967,0.991650402545929,0.003410313045606017
esc50_snr20,best,val_noisy,0.9543205399999999,0.11040000000000005,0.9970958828926086,0.0013982094824314117,0.9917774200439453,0.0034383630845695734
