experiment,checkpoint_type,split,auc,eer,same_mean,same_std,diff_mean,diff_std
clean+esc50_snr25,best,test,0.96249454,0.0919,0.6925739645957947,0.18418268859386444,0.11376148462295532,0.24650508165359497
clean+esc50_snr25,best,val,0.9894615299999999,0.048749999999999974,0.7294610142707825,0.14707502722740173,0.0163546334952116,0.23447586596012115
